participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.estimate,player.estimate_p,player.estimate_kg,player.estimate_percent_diff,player.unit,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.room_busy,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
12,y6heglgw,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:01:49.621541+00:00,1,A2KBTDHM44J7X4,36TFCYNS45TYJHCTO1OW859P6JQHX0,0.00,12,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
13,ve45tzal,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:01:56.627540+00:00,1,AXQWKUJF7SQXP,32EYX73OY1SJR7W1F1P322CRZA7RUF,0.12,13,0,,,,,,,1,2018-06-20 09:02:21.321658+00:00,34,0.12,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
14,to3pwag1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:01:58.654577+00:00,1,A3GFC0TORB3TDI,3KRVW3HTZO4CFER5LOYM120T8QNMS6,0.15,14,3,"[2, 5]",104.0,229.280792,104.0,0.915652879156529,0,,2018-06-20 09:02:19.210885+00:00,44,0.15,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
15,woea2lav,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:02:08.125244+00:00,1,AKX2W7899TSSJ,3EKVH9QMEZNG6L4UEGKDRU0V1IWD2C,0.43,15,7,"[14, 8, 16]",600.0,1322.7738,600.0,0.51338199513382,0,,2018-06-20 09:02:45.091897+00:00,128,0.43,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
16,8ip9lk4g,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:02:16.461465+00:00,1,A2S834OHCORO1W,37M28K1J0RWIEAZQ1RZ30AE6IQLAJU,0.40,16,5,"[5, 14, 8]",97.8,215.6121294,97.8,0.920681265206813,0,,2018-06-20 09:02:24.173495+00:00,119,0.4,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
17,42dev4cp,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:02:19.139802+00:00,1,A2J7L7S9GCPJ8V,36H9ULYP63DDA1GYC7LVEBPXF6YFJC,0.50,17,9,"[16, 11, 15]",0.0,,,,0,,2018-06-20 09:03:14.838651+00:00,148,0.5,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
18,uv5c6vx2,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:02:31.450604+00:00,1,AIT1599C1IXTK,3GM6G9ZBKOGDUE4KAO3CB7WFA91MTV,0.00,18,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
19,fbza6cwd,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:02:32.014329+00:00,1,A1G2UWOQCLM4B0,3QAVNHZ3ENNO90NQ4CBGGPRYMFQALW,0.00,19,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
20,2ijh2r8m,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:02:36.818190+00:00,1,A1EKVUFWL7OJMO,36NEMU28XGW5MV8E5T8NYR3EE3JMWL,0.53,20,9,"[11, 15, 10]",3500.0,7716.1805,3500.0,1.83860502838605,0,,2018-06-20 09:03:15.982731+00:00,159,0.53,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
21,hqn9ukjc,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:02:48.007158+00:00,1,A2HVCE3UU4F3PU,3DY4FPOOA27J4ML1KRZ8YOEADHGRV4,0.00,21,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
22,2nxo7n5r,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:03:30.185722+00:00,1,ATQA5XDT6FQGZ,3Y5140Z9DYZT63LM8SW0E4O14XWPID,0.23,22,0,,,,,,,1,2018-06-20 09:03:52.097527+00:00,68,0.23,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
23,cij42c2c,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:03:45.286803+00:00,1,A4QDCBGN79832,3P529IW9KZ4J5R4YFSX8UQ2PJV3FLE,0.45,23,11,"[15, 10, 20]",0.0,,,,0,,2018-06-20 09:04:16.562537+00:00,134,0.45,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
24,ukt1u2p0,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:04:20.716016+00:00,1,AH5GP84SZ6DHL,3C8HJ7UOP8D9GQDJGGSUXVXWV5NMZB,0.12,24,0,,,,,,,1,2018-06-20 09:05:32.602555+00:00,35,0.12,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
25,nj523jh8,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:04:31.095842+00:00,1,A1SNC8UL8YFRH5,36TFCYNS45TYJHCTO1OW859P6JQHX0,0.26,25,11,"[15, 10, 20]",1200.0,1200.0,544.310750636277,0.558547647496937,1,,2018-06-20 09:05:27.046494+00:00,79,0.26,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
26,ayq6brk0,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:05:02.952170+00:00,1,A4H1NYJVE7C53,3DZQRBDBSMYBTSJVF6T753RN8Z6S3W,1.29,26,12,"[10, 20, 27]",1224.7,2700.0017881,1224.7,0.00673154906731545,0,,2018-06-20 09:05:27.981044+00:00,85,0.29,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
27,zhsx9710,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:05:29.943696+00:00,1,A1VNV1899K7L05,3NC5L260MP5RBC7VSKD0M76JE08FOV,0.00,27,10,"[11, 15, 10]",700.0,1543.2361,700.0,0.43227899432279,0,,2018-06-20 09:05:54.664474+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
28,4xt72ynx,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:05:50.651401+00:00,1,A58D0XGXKAX56,3IUZPWIU1PQAW78BKHV7JEBAPYOKWE,0.00,28,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
29,2zvvhumh,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:06:46.628682+00:00,1,A2C59WG3U48S6O,3DYGAII7PMR6N195L019N6FNV7DPQG,0.00,29,12,"[20, 27, 25]",0.0,,,,0,,2018-06-20 09:07:36.763876+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
30,pqocsdq1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:07:18.362199+00:00,1,A27T5O2Y7AIH6T,3GLB5JMZFYE6LFC1DV52TYUWB11DGV,0.00,30,12,"[27, 25, 26]",0.0,,,,0,,2018-06-20 09:08:07.746784+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
31,k8jqmsnp,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:08:48.526173+00:00,1,A317RA15E0SZ4P,3NPI0JQDAPOJFH1X24V4SBQAFECPTU,0.00,31,13,"[27, 25, 26]",600.0,1322.7738,600.0,0.51338199513382,0,,2018-06-20 09:09:27.470051+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
32,bpvgoqin,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:09:58.388085+00:00,1,A2K0ZIL8MS0N3E,3WEV0KO0ONB9BKLS8VZJICDZZCVSDU,0.00,32,14,"[25, 26, 31]",1000.0,2204.623,1000.0,0.1889699918897,0,,2018-06-20 09:10:35.699601+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
33,mfj0y2c9,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:10:21.948869+00:00,1,A389UKK5Y8REOQ,3J88R45B2HHQWYAH7EW1HEBGSA0PXD,0.01,33,15,"[26, 31, 32]",1000.0,2204.623,1000.0,0.1889699918897,0,,2018-06-20 09:11:10.441217+00:00,3,0.01,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
34,8jyaj2pf,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:10:25.950848+00:00,1,A2K56J9POYUFCA,378XPAWRUDWMJZFKJ9E3O9Z65BWIAQ,0.00,34,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
35,w3ookgvk,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:11:44.117408+00:00,1,A1527SJID947BJ,39LNWE0K4VF6Y8TIPEVUOAB0CEOUIE,0.12,35,17,"[32, 33, 36]",1000.0,2204.623,1000.0,0.1889699918897,0,,2018-06-20 09:12:01.370008+00:00,35,0.12,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
36,h8le9vsv,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:11:51.996672+00:00,1,APQMFEY1KUL6A,317HQ483I8BT3I99SDJ8AFJ64IVNIF,0.00,36,16,"[31, 32, 33]",1000.0,2204.623,1000.0,0.1889699918897,0,,2018-06-20 09:11:59.069316+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
37,l5gcl73b,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:11:55.946198+00:00,1,AHFEDGGIOG8DK,39ZSFO5CA9F2TJDO7WGU0BQ0PTDUJQ,0.19,37,17,"[33, 36, 35]",0.0,,,,0,,2018-06-20 09:12:07.178924+00:00,57,0.19,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
38,qu8jke3m,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:13:02.619871+00:00,1,A144E4UEZ4AGM3,3ZSANO2JCGQ694ZOZ1U96CGKBPBSF5,0.12,38,0,,,,,,,1,2018-06-20 09:13:07.918797+00:00,35,0.12,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
39,tixdc0jd,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:13:55.429812+00:00,1,A2C8ORKQRSP0GX,378XPAWRUDWMJZFKJ9E3O9Z65BWIAQ,0.00,39,19,"[36, 35, 40]",500.0,1102.3115,500.0,0.59448499594485,0,,2018-06-20 09:15:57.421251+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
40,6z1jbqcm,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:14:27.785958+00:00,1,A23C0K84LJ5ZV3,38SKSKU7R2G3FI6OG03TXNFHZNVLIB,1.00,40,18,"[33, 36, 35]",1200.0,2645.5476,1200.0,0.0267639902676399,0,,2018-06-20 09:14:41.174248+00:00,0,0.0,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
41,lw57wsaj,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:16:09.680985+00:00,1,A142CND4VJ9JWD,386PBUZZXGGZATQUYIOT9OUHC2KLJN,0.07,41,20,"[35, 40, 39]",1000.0,2204.623,1000.0,0.1889699918897,0,,2018-06-20 09:16:31.563121+00:00,19,0.07,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
42,5jbuyaef,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:16:17.839646+00:00,1,A2IQPCAZH3Z2YH,3TXMY6UCAF7NTC01GVF336GGWOYQC3,0.13,42,21,"[40, 39, 41]",1100.0,1100.0,498.951521416587,0.595335343538859,1,,2018-06-20 09:16:35.733361+00:00,37,0.13,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
43,vhy7sv54,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:16:17.995110+00:00,1,AMYURTQIMAC8T,3II4UPYCOKQXY46FGRAENCYYHOAQD3,0.27,43,21,"[39, 41, 42]",0.0,,,,0,,2018-06-20 09:16:36.392465+00:00,81,0.27,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
44,miuf9733,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:16:52.336126+00:00,1,AKU8W6XB2OWVZ,3RU7GD8VPPCI0HOID4QEI6UODVYSP8,1.36,44,22,"[39, 41, 42]",1230.0,2711.68629,1230.0,0.0024330900243309,0,,2018-06-20 09:17:13.365871+00:00,107,0.36,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
45,45qpedp0,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:17:16.824315+00:00,1,ACAD54DT9FU7U,3RUIQRXJBC755JEU1306P379GRPLLP,0.37,45,22,"[41, 42, 44]",0.0,,,,0,,2018-06-20 09:18:05.882895+00:00,110,0.37,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
46,n4tmo7pa,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:19:31.652631+00:00,1,A13ODGEOEI0FCS,317HQ483I8BT3I99SDJ8AFJ64IVINA,0.24,46,23,"[41, 42, 44]",2204.6,2204.6,999.989567377279,0.18897845305979,1,,2018-06-20 09:19:45.106456+00:00,73,0.24,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
47,y4rrm3gj,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:20:53.125180+00:00,1,A1V2DVUZE431GV,3DUZQ9U6SN7V51LEZGZDOYJ6ZJZSVT,0.00,47,23,"[42, 44, 46]",0.0,,,,0,,2018-06-20 09:22:38.398602+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
48,xs5jc0nb,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:23:37.232361+00:00,1,A191V8LNTTLHSA,3L4PIM1GQUZ08GG6P2MS5NI4VYIYRK,0.00,48,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
49,yfm13mfz,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:24:46.206018+00:00,1,A3F7LBV636PIGR,3TUI152ZZC6369Q30YQJMAXPSR81QP,0.05,49,23,"[42, 44, 46]",0.0,,,,0,,2018-06-20 09:26:25.974457+00:00,14,0.05,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
50,vti0ip2l,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:25:18.993432+00:00,1,AOLLFRJYOTVO1,39RP059MEICDYSA3A2CRBDQT422BMV,0.00,50,23,"[42, 44, 46]",0.0,,,,0,,2018-06-20 09:25:39.674287+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
51,fgrdw2ge,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:29:55.240594+00:00,1,A33JXCASTTXV5J,345LHZDEDYBR85BZ4BO7K49BTWS3UO,1.00,51,24,"[42, 44, 46]",2717.7,2717.7,1232.72777250351,0.000220784668688451,1,,2018-06-20 09:30:39.403948+00:00,0,0.0,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
52,zguz6qhp,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:34:21.026722+00:00,1,A16HYTYJAVIDYN,3L4PIM1GQUZ08GG6P2MS5NI4VYIYRK,0.00,52,24,"[44, 46, 51]",0.0,,,,0,,2018-06-20 09:35:17.253613+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
53,2fm2pifi,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:38:16.636204+00:00,1,A3PXF930VZ25QB,3O6CYIULEEKOZ3DNEVZ9P1K8RPNUWM,0.00,53,24,"[44, 46, 51]",0.0,,,,0,,2018-06-20 09:38:44.561668+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
54,8b8hr31n,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:39:26.576454+00:00,1,ADC4VXNQJ9FEW,3Y5140Z9DYZT63LM8SW0E4O14XXIP7,0.00,54,24,"[44, 46, 51]",0.0,,,,0,,2018-06-20 09:39:55.369068+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
