participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.wait_before_leave,session.config.selection_method,session.config.views,session.config.real_world_currency_per_point,session.config.bonus,session.config.pay_per_min,session.config.participation_fee,consent.1.player.id_in_group,consent.1.player.consent,consent.1.player.is_dropout,consent.1.player.payoff,consent.1.group.id_in_subsession,consent.1.subsession.round_number,consent.2.player.id_in_group,consent.2.player.consent,consent.2.player.is_dropout,consent.2.player.payoff,consent.2.group.id_in_subsession,consent.2.subsession.round_number,consent.3.player.id_in_group,consent.3.player.consent,consent.3.player.is_dropout,consent.3.player.payoff,consent.3.group.id_in_subsession,consent.3.subsession.round_number,consent.4.player.id_in_group,consent.4.player.consent,consent.4.player.is_dropout,consent.4.player.payoff,consent.4.group.id_in_subsession,consent.4.subsession.round_number,consent.5.player.id_in_group,consent.5.player.consent,consent.5.player.is_dropout,consent.5.player.payoff,consent.5.group.id_in_subsession,consent.5.subsession.round_number,consent.6.player.id_in_group,consent.6.player.consent,consent.6.player.is_dropout,consent.6.player.payoff,consent.6.group.id_in_subsession,consent.6.subsession.round_number,consent.7.player.id_in_group,consent.7.player.consent,consent.7.player.is_dropout,consent.7.player.payoff,consent.7.group.id_in_subsession,consent.7.subsession.round_number,consent.8.player.id_in_group,consent.8.player.consent,consent.8.player.is_dropout,consent.8.player.payoff,consent.8.group.id_in_subsession,consent.8.subsession.round_number,ox.1.player.id_in_group,ox.1.player.decision_order,ox.1.player.decision_history,ox.1.player.estimate,ox.1.player.estimate_p,ox.1.player.estimate_kg,ox.1.player.estimate_percent_diff,ox.1.player.unit,ox.1.player.early_finish,ox.1.player.wp_timer_start,ox.1.player.sec_spent,ox.1.player.sec_earned,ox.1.player.payoff,ox.1.group.id_in_subsession,ox.1.subsession.round_number,ox.1.subsession.worker_running,ox.1.subsession.someone_arriving,ox.1.subsession.pay_per_min,ox.1.subsession.wait_before_leave,ox.1.subsession.max_wait_time,ox.1.subsession.bonus,ox.1.subsession.views,ox.1.subsession.selection_method
21,ba6yzhn0,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 07:05:04.377151+00:00,1,AJ7736S2PQ65E,3BQU611VFQ3F3FCCN9UQFLPJHS899F,0,0.1,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,21,0,1,0,1,1,21,0,0,0,1,2,21,0,0,0,1,3,21,0,0,0,1,4,21,0,0,0,1,5,21,0,0,0,1,6,21,0,0,0,1,7,21,0,0,0,1,8,21,0,,,,,,,,,,,0,1,1,0,4,0.2,30,300,1,1,min
22,4bxi3vt7,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:05:34.642902+00:00,1,A25S8BTK83Z7VE,30OG32W0SVUHND7NWUTHP0LEDE5ENT,0.21,0.31,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,22,1,0,0,1,1,22,0,0,0,1,2,22,0,0,0,1,3,22,0,0,0,1,4,22,0,0,0,1,5,22,0,0,0,1,6,22,0,0,0,1,7,22,0,0,0,1,8,22,0,,,,,,,1,2018-07-23 07:05:48.893361+00:00,61,0.21,0,1,1,0,4,0.2,30,300,1,1,min
23,nmtgtbtm,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:06:29.072385+00:00,1,A1QKIA8XRNEXIG,3AWETUDC93BNK7NSV1U252QFFLJZI3,0.7,0.8,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,23,1,0,0,1,1,23,0,0,0,1,2,23,0,0,0,1,3,23,0,0,0,1,4,23,0,0,0,1,5,23,0,0,0,1,6,23,0,0,0,1,7,23,0,0,0,1,8,23,11,[18],974,974,441.7988926,0.641687841,1,,2018-07-23 07:06:43.244284+00:00,210,0.7,0,1,1,0,4,0.2,30,300,1,1,min
24,ca61jd5w,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 07:06:49.054738+00:00,1,A2W1QLIYADUJU3,3Q8GYXHFEQLY0QH3W3R05VLP1HSC58,0,0.1,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,24,0,1,0,1,1,24,0,0,0,1,2,24,0,0,0,1,3,24,0,0,0,1,4,24,0,0,0,1,5,24,0,0,0,1,6,24,0,0,0,1,7,24,0,0,0,1,8,24,0,,,,,,,,,,,0,1,1,0,4,0.2,30,300,1,1,min
25,npjkdr0w,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:14:46.287123+00:00,1,A2BXQ8SZLFQF4D,32XVDSJFP0GJAFA7R9JGAKNPBL5M2Z,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,25,1,0,0,1,1,25,0,0,0,1,2,25,0,0,0,1,3,25,0,0,0,1,4,25,0,0,0,1,5,25,0,0,0,1,6,25,0,0,0,1,7,25,0,0,0,1,8,25,12,[18],800,800,362.8738338,0.705698432,1,,2018-07-23 07:15:03.956615+00:00,6,0.02,0,1,1,0,4,0.2,30,300,1,1,min
26,vj2c2fx0,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:15:08.183561+00:00,1,A1AMR0MZOHU8P1,3BEFOD78W7CTDTPUVN243ZKNVZ1M4V,0.06,0.16,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,26,1,0,0,1,1,26,0,0,0,1,2,26,0,0,0,1,3,26,0,0,0,1,4,26,0,0,0,1,5,26,0,0,0,1,6,26,0,0,0,1,7,26,0,0,0,1,8,26,13,[18],2200,2200,997.9030428,0.190670687,1,,2018-07-23 07:15:34.690153+00:00,19,0.06,0,1,1,0,4,0.2,30,300,1,1,min
27,fit4q83c,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:20:11.022319+00:00,1,A1FG63IV3MN9F1,3UXUOQ9OKFGPUFYO0IA6XK9XSK27AG,0.03,0.13,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,27,1,0,0,1,1,27,0,0,0,1,2,27,0,0,0,1,3,27,0,0,0,1,4,27,0,0,0,1,5,27,0,0,0,1,6,27,0,0,0,1,7,27,0,0,0,1,8,27,13,[18],0,,,,0,,2018-07-23 07:20:51.714581+00:00,8,0.03,0,1,1,0,4,0.2,30,300,1,1,min
28,sr1wb132,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:20:41.956569+00:00,1,A2DWSKGD9RNKMJ,37XITHEISXSN5DF1TA438WQLTZHCRM,0.22,0.32,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,28,1,0,0,1,1,28,0,0,0,1,2,28,0,0,0,1,3,28,0,0,0,1,4,28,0,0,0,1,5,28,0,0,0,1,6,28,0,0,0,1,7,28,0,0,0,1,8,28,14,[18],780,780,353.8019879,0.713055971,1,,2018-07-23 07:20:57.847483+00:00,65,0.22,0,1,1,0,4,0.2,30,300,1,1,min
29,nhuykjr4,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:22:07.120751+00:00,1,A1DDBMHUUD900B,33OOO72IVI40LSSTXZ9Y8BR3HKECTZ,0.03,0.13,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,29,1,0,0,1,1,29,0,0,0,1,2,29,0,0,0,1,3,29,0,0,0,1,4,29,0,0,0,1,5,29,0,0,0,1,6,29,0,0,0,1,7,29,0,0,0,1,8,29,15,[18],1351,1351,612.8031868,0.502998226,1,,2018-07-23 07:22:52.383084+00:00,8,0.03,0,1,1,0,4,0.2,30,300,1,1,min
30,wp6euphe,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:23:16.700145+00:00,1,A9LX66EQWDRQ5,3Z7EFSHGNAX7291D29AVXEC9UG2CXI,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,30,1,0,0,1,1,30,0,0,0,1,2,30,0,0,0,1,3,30,0,0,0,1,4,30,0,0,0,1,5,30,0,0,0,1,6,30,0,0,0,1,7,30,0,0,0,1,8,30,16,[18],1400,1400,635.0292091,0.484972255,1,,2018-07-23 07:24:09.452905+00:00,6,0.02,0,1,1,0,4,0.2,30,300,1,1,min
31,3l61ruza,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 07:23:36.866405+00:00,1,AR50UBGSH10FJ,3QUO65DNQV7GUU4LN98Z877MPC4OUZ,0,0.1,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,31,0,1,0,1,1,31,0,0,0,1,2,31,0,0,0,1,3,31,0,0,0,1,4,31,0,0,0,1,5,31,0,0,0,1,6,31,0,0,0,1,7,31,0,0,0,1,8,31,0,,,,,,,,,,,0,1,1,0,4,0.2,30,300,1,1,min
32,51oots8x,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:25:27.281821+00:00,1,A2G0GS8LJN1YMY,3TPZPLC3M1VEG033NPPDAYMCM4GP39,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,32,1,0,0,1,1,32,0,0,0,1,2,32,0,0,0,1,3,32,0,0,0,1,4,32,0,0,0,1,5,32,0,0,0,1,6,32,0,0,0,1,7,32,0,0,0,1,8,32,17,[18],1100,1100,498.9515214,0.595335344,1,,2018-07-23 07:25:49.294026+00:00,7,0.02,0,1,1,0,4,0.2,30,300,1,1,min
33,s6bnsg7b,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:25:33.230106+00:00,1,A1XJ1HM70IX4AQ,34QN5IT0T0AXTG5PIL5JMETFUIW80D,0.08,0.18,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,33,1,0,0,1,1,33,0,0,0,1,2,33,0,0,0,1,3,33,0,0,0,1,4,33,0,0,0,1,5,33,0,0,0,1,6,33,0,0,0,1,7,33,0,0,0,1,8,33,18,[18],1198,1198,543.4035661,0.559283401,1,,2018-07-23 07:25:55.810694+00:00,22,0.08,0,1,1,0,4,0.2,30,300,1,1,min
34,me0qppew,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:27:24.782677+00:00,1,A39EH9228GV09X,32VNZTT0A8NKA92M0VYLPYEX1M04R1,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,34,1,0,0,1,1,34,0,0,0,1,2,34,0,0,0,1,3,34,0,0,0,1,4,34,0,0,0,1,5,34,0,0,0,1,6,34,0,0,0,1,7,34,0,0,0,1,8,34,19,[18],350,350,158.7573023,0.871243064,1,,2018-07-23 07:28:03.844877+00:00,6,0.02,0,1,1,0,4,0.2,30,300,1,1,min
35,8iwxbika,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 07:28:22.090230+00:00,1,A3FC9TXW4L9ZT5,323Q6SJS8JZHJVL8O7IA2Y9I33BFH3,0,0.1,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,35,0,1,0,1,1,35,0,0,0,1,2,35,0,0,0,1,3,35,0,0,0,1,4,35,0,0,0,1,5,35,0,0,0,1,6,35,0,0,0,1,7,35,0,0,0,1,8,35,0,,,,,,,,,,,0,1,1,0,4,0.2,30,300,1,1,min
36,a5s4ml4b,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 07:30:34.217301+00:00,1,AJSGJKY3RRJGF,384PI804XTKFC0KYWJBO35TG6C3S0X,0,0.1,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,36,0,1,0,1,1,36,0,0,0,1,2,36,0,0,0,1,3,36,0,0,0,1,4,36,0,0,0,1,5,36,0,0,0,1,6,36,0,0,0,1,7,36,0,0,0,1,8,36,0,,,,,,,,,,,0,1,1,0,4,0.2,30,300,1,1,min
37,xlr6l2ch,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:33:58.383944+00:00,1,A2J988AKKQE93,39ZSFO5CA9F2TJDO7WGU0BQ0QIUUJM,0.01,0.11,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,37,1,0,0,1,1,37,0,0,0,1,2,37,0,0,0,1,3,37,0,0,0,1,4,37,0,0,0,1,5,37,0,0,0,1,6,37,0,0,0,1,7,37,0,0,0,1,8,37,20,[34],750,1653.46725,750,0.391727494,0,,2018-07-23 07:34:48.213623+00:00,3,0.01,0,1,1,0,4,0.2,30,300,1,1,min
38,qytfj3qt,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:42:47.086956+00:00,1,A1LQKMSG4GT8N,3NC5L260MP5RBC7VSKD0M76JFPPOF0,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,38,1,0,0,1,1,38,0,0,0,1,2,38,0,0,0,1,3,38,0,0,0,1,4,38,0,0,0,1,5,38,0,0,0,1,6,38,0,0,0,1,7,38,0,0,0,1,8,38,21,[34],650,650,294.8349899,0.760879976,1,,2018-07-23 07:44:01.783594+00:00,5,0.02,0,1,1,0,4,0.2,30,300,1,1,min
39,gpo00q1u,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:43:51.861570+00:00,1,A196265AVT9LKH,3570Y55XZQ29JQ7S9RSG6J4XUEOYGK,0.06,0.16,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,39,1,0,0,1,1,39,0,0,0,1,2,39,0,0,0,1,3,39,0,0,0,1,4,39,0,0,0,1,5,39,0,0,0,1,6,39,0,0,0,1,7,39,0,0,0,1,8,39,22,[34],1200,1200,544.3107506,0.558547647,1,,2018-07-23 07:44:10.393300+00:00,17,0.06,0,1,1,0,4,0.2,30,300,1,1,min
40,l190iwhz,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:48:06.656257+00:00,1,A2M1CVZZJAN4T4,34MAJL3QP56SR7HKP5XP70BHV8L43Y,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,40,1,0,0,1,1,40,0,0,0,1,2,40,0,0,0,1,3,40,0,0,0,1,4,40,0,0,0,1,5,40,0,0,0,1,6,40,0,0,0,1,7,40,0,0,0,1,8,40,23,[34],500,1102.3115,500,0.594484996,0,,2018-07-23 07:48:54.688729+00:00,4,0.02,0,1,1,0,4,0.2,30,300,1,1,min
41,pzi5dxix,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:55:25.697317+00:00,1,A37IIW0U49DKGP,35USIKEBNSZDAYE8QCAJDCT1WGI6N1,0.01,0.11,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,41,1,0,0,1,1,41,0,0,0,1,2,41,0,0,0,1,3,41,0,0,0,1,4,41,0,0,0,1,5,41,0,0,0,1,6,41,0,0,0,1,7,41,0,0,0,1,8,41,23,[34],0,,,,0,,2018-07-23 07:55:46.860350+00:00,2,0.01,0,1,1,0,4,0.2,30,300,1,1,min
42,zltvaid3,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 07:59:31.836533+00:00,1,A3QS3LQEMNFK0Q,3SNVL38CI5B1I9263QV67K47Y7OCKU,0.01,0.11,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,42,1,0,0,1,1,42,0,0,0,1,2,42,0,0,0,1,3,42,0,0,0,1,4,42,0,0,0,1,5,42,0,0,0,1,6,42,0,0,0,1,7,42,0,0,0,1,8,42,23,[34],0,,,,0,,2018-07-23 07:59:59.351414+00:00,4,0.01,0,1,1,0,4,0.2,30,300,1,1,min
43,nwbgk9gz,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:00:40.802178+00:00,1,A2A2PCKG5Q3U2G,3NXNZ5RS1BGBPWOJ8CW61PYDM2L792,0.01,0.11,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,43,1,0,0,1,1,43,0,0,0,1,2,43,0,0,0,1,3,43,0,0,0,1,4,43,0,0,0,1,5,43,0,0,0,1,6,43,0,0,0,1,7,43,0,0,0,1,8,43,24,[34],700,700,317.5146045,0.742486128,1,,2018-07-23 08:01:27.602907+00:00,2,0.01,0,1,1,0,4,0.2,30,300,1,1,min
44,4b4ca8xg,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:02:19.051726+00:00,1,A34V7HUH38XVGT,3VNL7UK1XG27O4C3O1ZZGHC6EX7FTE,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,44,1,0,0,1,1,44,0,0,0,1,2,44,0,0,0,1,3,44,0,0,0,1,4,44,0,0,0,1,5,44,0,0,0,1,6,44,0,0,0,1,7,44,0,0,0,1,8,44,25,[34],320,320,145.1495335,0.882279373,1,,2018-07-23 08:02:34.614734+00:00,4,0.02,0,1,1,0,4,0.2,30,300,1,1,min
45,fru8h1u7,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:05:35.498298+00:00,1,A2LSQLL0DOBPCI,3B1NLC6UG0FFACFRI4WXTSBLQ9MPGI,0.03,0.13,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,45,1,0,0,1,1,45,0,0,0,1,2,45,0,0,0,1,3,45,0,0,0,1,4,45,0,0,0,1,5,45,0,0,0,1,6,45,0,0,0,1,7,45,0,0,0,1,8,45,26,[44],145.1,319.8907973,145.1,0.882319546,0,,2018-07-23 08:06:46.298271+00:00,8,0.03,0,1,1,0,4,0.2,30,300,1,1,min
46,u1mcyj49,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:06:58.997613+00:00,1,A3Q9OAFXI02VFG,354P56DE9LMTUBKIHIWXIK33EQAS7Y,0.05,0.15,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,46,1,0,0,1,1,46,0,0,0,1,2,46,0,0,0,1,3,46,0,0,0,1,4,46,0,0,0,1,5,46,0,0,0,1,6,46,0,0,0,1,7,46,0,0,0,1,8,46,27,[45],750,750,340.1942191,0.72409228,1,,2018-07-23 08:07:43.971217+00:00,14,0.05,0,1,1,0,4,0.2,30,300,1,1,min
47,z9a01bol,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:08:11.390258+00:00,1,AIX33DZVKYC9Q,3KYQYYSHYWQUDSTZ1EIAY73Y3CADOF,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,47,1,0,0,1,1,47,0,0,0,1,2,47,0,0,0,1,3,47,0,0,0,1,4,47,0,0,0,1,5,47,0,0,0,1,6,47,0,0,0,1,7,47,0,0,0,1,8,47,28,[45],362,362,164.2004098,0.86682854,1,,2018-07-23 08:09:10.630937+00:00,7,0.02,0,1,1,0,4,0.2,30,300,1,1,min
48,kvyhn26y,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:08:57.647445+00:00,1,A1XPX2ES3NROA1,3IUZPWIU1PQAW78BKHV7JEBAQN6KWB,0.15,0.25,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,48,1,0,0,1,1,48,0,0,0,1,2,48,0,0,0,1,3,48,0,0,0,1,4,48,0,0,0,1,5,48,0,0,0,1,6,48,0,0,0,1,7,48,0,0,0,1,8,48,29,[45],699,699,317.0610122,0.742854005,1,,2018-07-23 08:09:14.376005+00:00,45,0.15,0,1,1,0,4,0.2,30,300,1,1,min
49,pzseykj6,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:10:01.068515+00:00,1,A2OV8Q2TFGMGCB,3OE22WJIGJ7JF6H12M03XC2M4DNUQE,0.03,0.13,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,49,1,0,0,1,1,49,0,0,0,1,2,49,0,0,0,1,3,49,0,0,0,1,4,49,0,0,0,1,5,49,0,0,0,1,6,49,0,0,0,1,7,49,0,0,0,1,8,49,30,[45],500,500,226.7961461,0.81606152,1,,2018-07-23 08:10:20.520328+00:00,10,0.03,0,1,1,0,4,0.2,30,300,1,1,min
50,9j520eif,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:22:54.282527+00:00,1,A3CBN6Y98YGAHZ,3TUI152ZZC6369Q30YQJMAXPTGQ1QM,0.03,0.13,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,50,1,0,0,1,1,50,0,0,0,1,2,50,0,0,0,1,3,50,0,0,0,1,4,50,0,0,0,1,5,50,0,0,0,1,6,50,0,0,0,1,7,50,0,0,0,1,8,50,31,[45],325.8,325.8,147.7803688,0.880145686,1,,2018-07-23 08:23:06.053586+00:00,7,0.03,0,1,1,0,4,0.2,30,300,1,1,min
51,vkc38ki8,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:55:42.394487+00:00,1,A3P8G2EZJ8NFJP,3DQQ64TANH4B7Y5RX90FFVX9KXDPWI,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,51,1,0,0,1,1,51,0,0,0,1,2,51,0,0,0,1,3,51,0,0,0,1,4,51,0,0,0,1,5,51,0,0,0,1,6,51,0,0,0,1,7,51,0,0,0,1,8,51,32,[45],400,400,181.4369169,0.852849216,1,,2018-07-23 08:56:01.815096+00:00,5,0.02,0,1,1,0,4,0.2,30,300,1,1,min
52,5kwci9dn,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:57:09.498130+00:00,1,AILJ4322JAUJ1,32AT8R96GMSVSMWEUQP8SCHNM19SU2,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,52,1,0,0,1,1,52,0,0,0,1,2,52,0,0,0,1,3,52,0,0,0,1,4,52,0,0,0,1,5,52,0,0,0,1,6,52,0,0,0,1,7,52,0,0,0,1,8,52,33,[45],2000,2000,907.1845844,0.264246079,1,,2018-07-23 08:57:46.237948+00:00,6,0.02,0,1,1,0,4,0.2,30,300,1,1,min
53,j1cpl5wf,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 09:10:36.801880+00:00,1,A3URWXSQKOLCNU,3ZAK8W07I5XVRDC2LO6OI6B4R9R0UO,0.03,0.13,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,53,1,0,0,1,1,53,0,0,0,1,2,53,0,0,0,1,3,53,0,0,0,1,4,53,0,0,0,1,5,53,0,0,0,1,6,53,0,0,0,1,7,53,0,0,0,1,8,53,34,[45],350,771.61805,350,0.716139497,0,,2018-07-23 09:12:03.756901+00:00,9,0.03,0,1,1,0,4,0.2,30,300,1,1,min
54,vp0tkzw3,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 09:28:49.156295+00:00,1,AUHLXC9DPB5M8,386CSBG1O05YDVR06420H6O61R76QQ,0.01,0.11,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,54,1,0,0,1,1,54,0,0,0,1,2,54,0,0,0,1,3,54,0,0,0,1,4,54,0,0,0,1,5,54,0,0,0,1,6,54,0,0,0,1,7,54,0,0,0,1,8,54,34,[45],0,,,,0,,2018-07-23 09:29:22.065029+00:00,2,0.01,0,1,1,0,4,0.2,30,300,1,1,min
55,qw0o0w3b,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 09:34:41.278521+00:00,1,A32IUWK4S9CFIQ,3DPNQGW4LMYROQ4287VNE3N15ZP466,0.02,0.12,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0,30,min,1,0,1,0.2,0.1,55,1,0,0,1,1,55,0,0,0,1,2,55,0,0,0,1,3,55,0,0,0,1,4,55,0,0,0,1,5,55,0,0,0,1,6,55,0,0,0,1,7,55,0,0,0,1,8,55,35,[45],1,2.204623,1,0.99918897,0,,2018-07-23 09:34:57.194517+00:00,5,0.02,0,1,1,0,4,0.2,30,300,1,1,min
