participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.pay_per_min,session.config.bonus,session.config.real_world_currency_per_point,session.config.selection_method,session.config.participation_fee,session.config.wait_before_leave,session.config.views,consent.1.player.id_in_group,consent.1.player.consent,consent.1.player.is_dropout,consent.1.player.payoff,consent.1.group.id_in_subsession,consent.1.subsession.round_number,consent.2.player.id_in_group,consent.2.player.consent,consent.2.player.is_dropout,consent.2.player.payoff,consent.2.group.id_in_subsession,consent.2.subsession.round_number,consent.3.player.id_in_group,consent.3.player.consent,consent.3.player.is_dropout,consent.3.player.payoff,consent.3.group.id_in_subsession,consent.3.subsession.round_number,consent.4.player.id_in_group,consent.4.player.consent,consent.4.player.is_dropout,consent.4.player.payoff,consent.4.group.id_in_subsession,consent.4.subsession.round_number,consent.5.player.id_in_group,consent.5.player.consent,consent.5.player.is_dropout,consent.5.player.payoff,consent.5.group.id_in_subsession,consent.5.subsession.round_number,consent.6.player.id_in_group,consent.6.player.consent,consent.6.player.is_dropout,consent.6.player.payoff,consent.6.group.id_in_subsession,consent.6.subsession.round_number,consent.7.player.id_in_group,consent.7.player.consent,consent.7.player.is_dropout,consent.7.player.payoff,consent.7.group.id_in_subsession,consent.7.subsession.round_number,consent.8.player.id_in_group,consent.8.player.consent,consent.8.player.is_dropout,consent.8.player.payoff,consent.8.group.id_in_subsession,consent.8.subsession.round_number,ox.1.player.id_in_group,ox.1.player.decision_order,ox.1.player.decision_history,ox.1.player.estimate,ox.1.player.estimate_p,ox.1.player.estimate_kg,ox.1.player.estimate_percent_diff,ox.1.player.unit,ox.1.player.early_finish,ox.1.player.wp_timer_start,ox.1.player.sec_spent,ox.1.player.sec_earned,ox.1.player.payoff,ox.1.group.id_in_subsession,ox.1.subsession.round_number,ox.1.subsession.worker_running,ox.1.subsession.someone_arriving,ox.1.subsession.pay_per_min,ox.1.subsession.wait_before_leave,ox.1.subsession.max_wait_time,ox.1.subsession.bonus,ox.1.subsession.views,ox.1.subsession.selection_method
114,99qhgncc,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-08-06 16:41:35.946128+00:00,1,A33TWMPRAZ3BN4,3ZDAD0O1T2WOOQ3OOV5LMOCEJ0NTX2,0.00,0.10,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,114,0,1,0.00,1,1,114,0,0,0.00,1,2,114,0,0,0.00,1,3,114,0,0,0.00,1,4,114,0,0,0.00,1,5,114,0,0,0.00,1,6,114,0,0,0.00,1,7,114,0,0,0.00,1,8,114,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,0,history
115,nbph2llu,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 16:42:39.927462+00:00,1,A1DHBXXSSZO6TI,3SB5N7Y3O4NCMVB71JH7ERAEJ0V0G8,0.02,0.12,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,115,1,0,0.00,1,1,115,0,0,0.00,1,2,115,0,0,0.00,1,3,115,0,0,0.00,1,4,115,0,0,0.00,1,5,115,0,0,0.00,1,6,115,0,0,0.00,1,7,115,0,0,0.00,1,8,115,79,[],1050.0,1050.0,476.271906806742,0.61372919155982,1,,2018-08-06 16:43:12.976802+00:00,6,0.02,0.00,1,1,0,1,0.2,30,300,1,0,history
116,s7cfkyxk,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 17:06:15.137044+00:00,1,A3OZRMEJJYBHRN,3S0TNUHWKU1RS06JUXTE1LDZP6T8DV,0.01,0.11,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,116,1,0,0.00,1,1,116,0,0,0.00,1,2,116,0,0,0.00,1,3,116,0,0,0.00,1,4,116,0,0,0.00,1,5,116,0,0,0.00,1,6,116,0,0,0.00,1,7,116,0,0,0.00,1,8,116,80,[],742.0,1635.830266,742.0,0.398215733982157,0,,2018-08-06 17:06:37.588876+00:00,2,0.01,0.00,1,1,0,1,0.2,30,300,1,0,history
117,qkuknh6y,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 17:41:10.479364+00:00,1,ALKGANT1CYTZ1,3X1FV8S5JYASFWCN4G5WZK04DWEGVM,0.03,0.13,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,117,1,0,0.00,1,1,117,0,0,0.00,1,2,117,0,0,0.00,1,3,117,0,0,0.00,1,4,117,0,0,0.00,1,5,117,0,0,0.00,1,6,117,0,0,0.00,1,7,117,0,0,0.00,1,8,117,81,[],800.0,800.0,362.873833757518,0.705698431664625,1,,2018-08-06 17:41:55.434777+00:00,9,0.03,0.00,1,1,0,1,0.2,30,300,1,0,history
118,vcbjot5a,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 17:49:24.558657+00:00,1,A2NCWESA8QCYU6,3OUYGIZWR8HIZ846427U80O6KRP0PJ,0.01,0.11,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,118,1,0,0.00,1,1,118,0,0,0.00,1,2,118,0,0,0.00,1,3,118,0,0,0.00,1,4,118,0,0,0.00,1,5,118,0,0,0.00,1,6,118,0,0,0.00,1,7,118,0,0,0.00,1,8,118,82,[],1500.0,1500.0,680.388438295346,0.448184559371171,1,,2018-08-06 17:49:52.360424+00:00,2,0.01,0.00,1,1,0,1,0.2,30,300,1,0,history
119,wng6pdxh,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 17:56:54.326169+00:00,1,A26TD4EJFWEFT7,338JKRMM27IMN440DRWIOXYS7MRHAM,0.08,0.18,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,119,1,0,0.00,1,1,119,0,0,0.00,1,2,119,0,0,0.00,1,3,119,0,0,0.00,1,4,119,0,0,0.00,1,5,119,0,0,0.00,1,6,119,0,0,0.00,1,7,119,0,0,0.00,1,8,119,82,[],0.0,,,,0,,2018-08-06 17:57:25.169171+00:00,23,0.08,0.00,1,1,0,1,0.2,30,300,1,0,history
120,yrksnl1r,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 18:25:55.357308+00:00,1,A4RNC9IODQ649,3YDTZAI2WYZWH43521J6J7WLYN214Z,0.02,0.12,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,120,1,0,0.00,1,1,120,0,0,0.00,1,2,120,0,0,0.00,1,3,120,0,0,0.00,1,4,120,0,0,0.00,1,5,120,0,0,0.00,1,6,120,0,0,0.00,1,7,120,0,0,0.00,1,8,120,83,[],300.0,661.3869,300.0,0.75669099756691,0,,2018-08-06 18:27:08.068099+00:00,6,0.02,0.00,1,1,0,1,0.2,30,300,1,0,history
121,2c9eeeqt,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 18:30:09.768612+00:00,1,A3PGAVMTF1Z8LP,3ZR9AIQJUCSWAFIN6IF652DBTVW04V,0.02,0.12,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,121,1,0,0.00,1,1,121,0,0,0.00,1,2,121,0,0,0.00,1,3,121,0,0,0.00,1,4,121,0,0,0.00,1,5,121,0,0,0.00,1,6,121,0,0,0.00,1,7,121,0,0,0.00,1,8,121,84,[],450.0,992.08035,450.0,0.635036496350365,0,,2018-08-06 18:30:37.745797+00:00,5,0.02,0.00,1,1,0,1,0.2,30,300,1,0,history
122,gfublvdw,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 18:44:51.229180+00:00,1,A2WFH399O0W7P0,34T446B1C1XZ5JV2ZXLOO0PZL8E0C9,1.01,1.11,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,122,1,0,0.00,1,1,122,0,0,0.00,1,2,122,0,0,0.00,1,3,122,0,0,0.00,1,4,122,0,0,0.00,1,5,122,0,0,0.00,1,6,122,0,0,0.00,1,7,122,0,0,0.00,1,8,122,85,[],2800.0,2800.0,1270.05841815131,0.0300554891738133,1,,2018-08-06 18:45:52.135247+00:00,4,0.01,1.00,1,1,0,1,0.2,30,300,1,0,history
123,d4a1vcgc,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 18:47:30.697668+00:00,1,AKVDY8OXNMQED,333U7HK6IAYGCH22L1Q5QBMD5HWJDZ,0.05,0.15,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,123,1,0,0.00,1,1,123,0,0,0.00,1,2,123,0,0,0.00,1,3,123,0,0,0.00,1,4,123,0,0,0.00,1,5,123,0,0,0.00,1,6,123,0,0,0.00,1,7,123,0,0,0.00,1,8,123,87,[],1234.0,1234.0,559.732888570971,0.546039830842684,1,,2018-08-06 18:48:19.326928+00:00,14,0.05,0.00,1,1,0,1,0.2,30,300,1,0,history
124,9vrnsc29,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 18:47:38.901009+00:00,1,A1Z5O5OZEVKWZX,31LVTDXBL8TG8H976NX2BFG9O7SLR9,1.02,1.12,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,124,1,0,0.00,1,1,124,0,0,0.00,1,2,124,0,0,0.00,1,3,124,0,0,0.00,1,4,124,0,0,0.00,1,5,124,0,0,0.00,1,6,124,0,0,0.00,1,7,124,0,0,0.00,1,8,124,86,[],2700.0,2700.0,1224.69918893162,0.00673220686810843,1,,2018-08-06 18:48:00.003984+00:00,7,0.02,1.00,1,1,0,1,0.2,30,300,1,0,history
125,cokeuste,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 19:22:22.997090+00:00,1,A1KHRQ121JTDF6,3U4J9857OFUUDP3G6WA2SVT4B1N7BC,0.04,0.14,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,125,1,0,0.00,1,1,125,0,0,0.00,1,2,125,0,0,0.00,1,3,125,0,0,0.00,1,4,125,0,0,0.00,1,5,125,0,0,0.00,1,6,125,0,0,0.00,1,7,125,0,0,0.00,1,8,125,88,[],900.0,900.0,408.233062977207,0.668910735622703,1,,2018-08-06 19:22:52.543998+00:00,12,0.04,0.00,1,1,0,1,0.2,30,300,1,0,history
126,7y4ssow6,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 19:23:23.663566+00:00,1,AUM3IHJ2GU6N9,3VE8AYVF8NGOQKKFL3O4PLGK1JL8FI,0.05,0.15,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,126,1,0,0.00,1,1,126,0,0,0.00,1,2,126,0,0,0.00,1,3,126,0,0,0.00,1,4,126,0,0,0.00,1,5,126,0,0,0.00,1,6,126,0,0,0.00,1,7,126,0,0,0.00,1,8,126,89,[],160.0,160.0,72.5747667515035,0.941139686332925,1,,2018-08-06 19:23:59.056752+00:00,15,0.05,0.00,1,1,0,1,0.2,30,300,1,0,history
127,0grcrpnd,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 19:53:00.151106+00:00,1,A1N1CDR3F96RMD,30X31N5D649BDDIGOL8HSB5UGXHSAR,0.01,0.11,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,127,1,0,0.00,1,1,127,0,0,0.00,1,2,127,0,0,0.00,1,3,127,0,0,0.00,1,4,127,0,0,0.00,1,5,127,0,0,0.00,1,6,127,0,0,0.00,1,7,127,0,0,0.00,1,8,127,90,[],1300.0,1300.0,589.669979855966,0.521759951455015,1,,2018-08-06 19:53:13.600516+00:00,4,0.01,0.00,1,1,0,1,0.2,30,300,1,0,history
128,7z39l6rz,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 19:54:22.103632+00:00,1,AKCGOD3CCOXTS,3SB4CE2TJWEJ9U4FIVE4RJMMVCJXA4,1.01,1.11,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,128,1,0,0.00,1,1,128,0,0,0.00,1,2,128,0,0,0.00,1,3,128,0,0,0.00,1,4,128,0,0,0.00,1,5,128,0,0,0.00,1,6,128,0,0,0.00,1,7,128,0,0,0.00,1,8,128,91,[],2700.0,2700.0,1224.69918893162,0.00673220686810843,1,,2018-08-06 19:54:30.786041+00:00,2,0.01,1.00,1,1,0,1,0.2,30,300,1,0,history
129,ukqs5h12,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 20:05:29.339055+00:00,1,A37GEKOMGDVVD0,3ZQIG0FLQFZOCI2NJL9ELNMS7KFWVC,1.04,1.14,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,129,1,0,0.00,1,1,129,0,0,0.00,1,2,129,0,0,0.00,1,3,129,0,0,0.00,1,4,129,0,0,0.00,1,5,129,0,0,0.00,1,6,129,0,0,0.00,1,7,129,0,0,0.00,1,8,129,92,[],1200.0,2645.5476,1200.0,0.0267639902676399,0,,2018-08-06 20:06:00.814557+00:00,12,0.04,1.00,1,1,0,1,0.2,30,300,1,0,history
130,i9n2ojzm,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 20:32:46.815972+00:00,1,A3JJG9YLVUNUIX,3L0KT67Y8FZC9VGJ4RMXVXN1JOOSY5,0.01,0.11,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,130,1,0,0.00,1,1,130,0,0,0.00,1,2,130,0,0,0.00,1,3,130,0,0,0.00,1,4,130,0,0,0.00,1,5,130,0,0,0.00,1,6,130,0,0,0.00,1,7,130,0,0,0.00,1,8,130,93,[],1050.0,1050.0,476.271906806742,0.61372919155982,1,,2018-08-06 20:33:32.839092+00:00,2,0.01,0.00,1,1,0,1,0.2,30,300,1,0,history
131,h9nsnxq8,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 20:45:56.839482+00:00,1,A290XEBGZYQTEO,3K772S5NP9UPDHLCTWY4KGOJS14EHT,0.03,0.13,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,131,1,0,0.00,1,1,131,0,0,0.00,1,2,131,0,0,0.00,1,3,131,0,0,0.00,1,4,131,0,0,0.00,1,5,131,0,0,0.00,1,6,131,0,0,0.00,1,7,131,0,0,0.00,1,8,131,94,[],650.0,650.0,294.834989927983,0.760879975727508,1,,2018-08-06 20:46:13.830866+00:00,9,0.03,0.00,1,1,0,1,0.2,30,300,1,0,history
132,easz015x,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 21:38:12.760000+00:00,1,A2ETSATXP9MTZ6,3WYGZ5XF3XYHPQR20CL6MP8QL9PSKK,0.01,0.11,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,132,1,0,0.00,1,1,132,0,0,0.00,1,2,132,0,0,0.00,1,3,132,0,0,0.00,1,4,132,0,0,0.00,1,5,132,0,0,0.00,1,6,132,0,0,0.00,1,7,132,0,0,0.00,1,8,132,95,[],850.0,850.0,385.553448367363,0.687304583643664,1,,2018-08-06 21:38:41.646352+00:00,4,0.01,0.00,1,1,0,1,0.2,30,300,1,0,history
133,058k7kf8,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 21:46:48.250306+00:00,1,A2H6FS600B4O22,32N49TQG3H1R55ZKIGDM3YP1F1QAVT,0.08,0.18,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,133,1,0,0.00,1,1,133,0,0,0.00,1,2,133,0,0,0.00,1,3,133,0,0,0.00,1,4,133,0,0,0.00,1,5,133,0,0,0.00,1,6,133,0,0,0.00,1,7,133,0,0,0.00,1,8,133,97,[],600.0,600.0,272.155375318138,0.779273823748469,1,,2018-08-06 21:47:41.045529+00:00,22,0.08,0.00,1,1,0,1,0.2,30,300,1,0,history
134,ebtakj6r,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 21:46:52.391884+00:00,1,A3TL18F6S6HSOF,3SEPORI8WOI8EP4UJD2PO42X3CWAZT,0.03,0.13,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,134,1,0,0.00,1,1,134,0,0,0.00,1,2,134,0,0,0.00,1,3,134,0,0,0.00,1,4,134,0,0,0.00,1,5,134,0,0,0.00,1,6,134,0,0,0.00,1,7,134,0,0,0.00,1,8,134,96,[],1200.0,1200.0,544.310750636277,0.558547647496937,1,,2018-08-06 21:47:25.887497+00:00,7,0.03,0.00,1,1,0,1,0.2,30,300,1,0,history
135,e8gm72fl,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 22:21:35.678958+00:00,1,A33FSJRW7E1XVV,3R2PKQ87NXRNL0O9GC48X0U71GNMIW,0.02,0.12,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,135,1,0,0.00,1,1,135,0,0,0.00,1,2,135,0,0,0.00,1,3,135,0,0,0.00,1,4,135,0,0,0.00,1,5,135,0,0,0.00,1,6,135,0,0,0.00,1,7,135,0,0,0.00,1,8,135,98,[],798.0,798.0,361.966649173124,0.706434185585463,1,,2018-08-06 22:21:44.501800+00:00,5,0.02,0.00,1,1,0,1,0.2,30,300,1,0,history
136,uef02cv0,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-08-06 22:32:40.198166+00:00,1,A2MHAHRJUUONSS,3V26SBZTBEX9FXC2V5IO5XT6CY8ZZQ,0.00,0.10,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,136,0,1,0.00,1,1,136,0,0,0.00,1,2,136,0,0,0.00,1,3,136,0,0,0.00,1,4,136,0,0,0.00,1,5,136,0,0,0.00,1,6,136,0,0,0.00,1,7,136,0,0,0.00,1,8,136,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,0,history
137,xyyg6709,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-08-06 23:10:31.914955+00:00,1,A1YP3QYJ7RTU1W,3M0NZ3JDP2HB8JSDOHB8GTMBBZ4Z5N,0.00,0.10,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,137,0,1,0.00,1,1,137,0,0,0.00,1,2,137,0,0,0.00,1,3,137,0,0,0.00,1,4,137,0,0,0.00,1,5,137,0,0,0.00,1,6,137,0,0,0.00,1,7,137,0,0,0.00,1,8,137,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,0,history
138,x9andjvf,,0,20,19,ox,1,Results,172.16.176.137,2018-08-06 23:46:49.831904+00:00,1,A18EYTQN3BKVOR,3QHK8ZVMIN1TSASIAQBCB0B56MMLBV,0.05,0.15,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,138,1,0,0.00,1,1,138,0,0,0.00,1,2,138,0,0,0.00,1,3,138,0,0,0.00,1,4,138,0,0,0.00,1,5,138,0,0,0.00,1,6,138,0,0,0.00,1,7,138,0,0,0.00,1,8,138,99,[],1208.0,1208.0,547.939488973852,0.555604631813583,1,,2018-08-06 23:47:19.128773+00:00,15,0.05,0.00,1,1,0,1,0.2,30,300,1,0,history
139,o0gakbks,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-08-07 00:12:51.881084+00:00,1,A2Z6EQWA4XJQGI,3NG53N1RLW20HX99Z6K91FUO3Q4P80,0.00,0.10,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,139,0,1,0.00,1,1,139,0,0,0.00,1,2,139,0,0,0.00,1,3,139,0,0,0.00,1,4,139,0,0,0.00,1,5,139,0,0,0.00,1,6,139,0,0,0.00,1,7,139,0,0,0.00,1,8,139,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,0,history
140,in309mzs,,0,20,19,ox,1,Results,172.16.176.137,2018-08-07 00:27:59.722963+00:00,1,A1E66M679AFI3S,3Z2R0DQ0JIXLYRIUABVXXCIH3JCE23,0.02,0.12,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,140,1,0,0.00,1,1,140,0,0,0.00,1,2,140,0,0,0.00,1,3,140,0,0,0.00,1,4,140,0,0,0.00,1,5,140,0,0,0.00,1,6,140,0,0,0.00,1,7,140,0,0,0.00,1,8,140,100,[],1600.0,1600.0,725.747667515035,0.41139686332925,1,,2018-08-07 00:29:32.589702+00:00,7,0.02,0.00,1,1,0,1,0.2,30,300,1,0,history
141,fx8cq9z5,,0,20,19,ox,1,Results,172.16.176.137,2018-08-07 00:59:42.992155+00:00,1,A3731VPB9QPDIC,3BF51CHDTWTQMR6ILPZPZRMFY1N0HO,0.03,0.13,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,141,1,0,0.00,1,1,141,0,0,0.00,1,2,141,0,0,0.00,1,3,141,0,0,0.00,1,4,141,0,0,0.00,1,5,141,0,0,0.00,1,6,141,0,0,0.00,1,7,141,0,0,0.00,1,8,141,101,[],500.0,500.0,226.796146098449,0.81606151979039,1,,2018-08-07 01:00:33.941755+00:00,9,0.03,0.00,1,1,0,1,0.2,30,300,1,0,history
142,g30n4m1v,,0,20,19,ox,1,Results,172.16.176.137,2018-08-07 01:07:30.365852+00:00,1,ARS0GJESSTVQ,3TXMY6UCAF7NTC01GVF336GHYDGCQP,0.02,0.12,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,142,1,0,0.00,1,1,142,0,0,0.00,1,2,142,0,0,0.00,1,3,142,0,0,0.00,1,4,142,0,0,0.00,1,5,142,0,0,0.00,1,6,142,0,0,0.00,1,7,142,0,0,0.00,1,8,142,102,[],450.0,450.0,204.116531488604,0.834455367811351,1,,2018-08-07 01:08:03.456561+00:00,6,0.02,0.00,1,1,0,1,0.2,30,300,1,0,history
143,nxmes2ry,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-08-07 01:14:24.030055+00:00,1,A2KNIIW2KGSUAA,3N1FSUEFL6JQ9ZJHIU31K9XUNLB4D0,0.00,0.10,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,143,0,1,0.00,1,1,143,0,0,0.00,1,2,143,0,0,0.00,1,3,143,0,0,0.00,1,4,143,0,0,0.00,1,5,143,0,0,0.00,1,6,143,0,0,0.00,1,7,143,0,0,0.00,1,8,143,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,0,history
144,x6bwdz74,,0,20,19,ox,1,Results,172.16.176.137,2018-08-07 01:16:31.094350+00:00,1,A27ZED844GO7I7,3RJSC4XJ11DE6YMNKNYGAUJPTSX50D,0.00,0.10,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,144,1,0,0.00,1,1,144,0,0,0.00,1,2,144,0,0,0.00,1,3,144,0,0,0.00,1,4,144,0,0,0.00,1,5,144,0,0,0.00,1,6,144,0,0,0.00,1,7,144,0,0,0.00,1,8,144,103,[],1100.0,1100.0,498.951521416587,0.595335343538859,1,,2018-08-07 01:17:03.406418+00:00,1,0.0,0.00,1,1,0,1,0.2,30,300,1,0,history
145,l6efmo82,,0,20,19,ox,1,Results,172.16.176.137,2018-08-07 01:21:08.800134+00:00,1,A19Z7WEEEWWZ5X,3ATTHHXXWB7YFCNDUJ6H8HA58LOXIA,0.02,0.12,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,145,1,0,0.00,1,1,145,0,0,0.00,1,2,145,0,0,0.00,1,3,145,0,0,0.00,1,4,145,0,0,0.00,1,5,145,0,0,0.00,1,6,145,0,0,0.00,1,7,145,0,0,0.00,1,8,145,103,[],0.0,,,,0,,2018-08-07 01:21:40.831910+00:00,6,0.02,0.00,1,1,0,1,0.2,30,300,1,0,history
146,1ij5dh0k,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-08-07 01:25:33.161554+00:00,1,A16F0856X683S9,308XBLVESJN4V8NVFA88XCK4CEKBRK,0.00,0.10,ha6r7s1x,,,39N6W9XWRD67X69YJPNEI08AYDXGY0,33X7UBO5XVMUATCJDRBW450X1BLU04,,0,0.2,1,0.0,history,0.10,30,0,146,0,1,0.00,1,1,146,0,0,0.00,1,2,146,0,0,0.00,1,3,146,0,0,0.00,1,4,146,0,0,0.00,1,5,146,0,0,0.00,1,6,146,0,0,0.00,1,7,146,0,0,0.00,1,8,146,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,0,history
