participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.wait_before_leave,session.config.views,session.config.bonus,session.config.selection_method,session.config.pay_per_min,consent.1.player.id_in_group,consent.1.player.consent,consent.1.player.is_dropout,consent.1.player.payoff,consent.1.group.id_in_subsession,consent.1.subsession.round_number,consent.2.player.id_in_group,consent.2.player.consent,consent.2.player.is_dropout,consent.2.player.payoff,consent.2.group.id_in_subsession,consent.2.subsession.round_number,consent.3.player.id_in_group,consent.3.player.consent,consent.3.player.is_dropout,consent.3.player.payoff,consent.3.group.id_in_subsession,consent.3.subsession.round_number,consent.4.player.id_in_group,consent.4.player.consent,consent.4.player.is_dropout,consent.4.player.payoff,consent.4.group.id_in_subsession,consent.4.subsession.round_number,consent.5.player.id_in_group,consent.5.player.consent,consent.5.player.is_dropout,consent.5.player.payoff,consent.5.group.id_in_subsession,consent.5.subsession.round_number,consent.6.player.id_in_group,consent.6.player.consent,consent.6.player.is_dropout,consent.6.player.payoff,consent.6.group.id_in_subsession,consent.6.subsession.round_number,consent.7.player.id_in_group,consent.7.player.consent,consent.7.player.is_dropout,consent.7.player.payoff,consent.7.group.id_in_subsession,consent.7.subsession.round_number,consent.8.player.id_in_group,consent.8.player.consent,consent.8.player.is_dropout,consent.8.player.payoff,consent.8.group.id_in_subsession,consent.8.subsession.round_number,ox.1.player.id_in_group,ox.1.player.decision_order,ox.1.player.decision_history,ox.1.player.estimate,ox.1.player.estimate_p,ox.1.player.estimate_kg,ox.1.player.estimate_percent_diff,ox.1.player.unit,ox.1.player.early_finish,ox.1.player.wp_timer_start,ox.1.player.sec_spent,ox.1.player.sec_earned,ox.1.player.payoff,ox.1.group.id_in_subsession,ox.1.subsession.round_number,ox.1.subsession.worker_running,ox.1.subsession.someone_arriving,ox.1.subsession.pay_per_min,ox.1.subsession.wait_before_leave,ox.1.subsession.max_wait_time,ox.1.subsession.bonus,ox.1.subsession.views,ox.1.subsession.selection_method
21,uqbexwji,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 09:33:49.110932+00:00,1,AOLC79YA3DWCF,3DI28L7YXBXE960YR7VJST8BAZF1EV,0.12,0.22,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,21,1,0,0.00,1,1,21,0,0,0.00,1,2,21,0,0,0.00,1,3,21,0,0,0.00,1,4,21,0,0,0.00,1,5,21,0,0,0.00,1,6,21,0,0,0.00,1,7,21,0,0,0.00,1,8,21,0,,,,,,,1,2018-07-16 09:34:23.462499+00:00,36,0.12,0.00,1,1,0,1,0.2,30,300,1,3,max
22,5ljvikno,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 09:35:55.656545+00:00,1,A17ZMF7GGP6HKO,3MX2NQ3YCADM3OSYNZNNJ86Z2LUX5H,1.03,1.13,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,22,1,0,0.00,1,1,22,0,0,0.00,1,2,22,0,0,0.00,1,3,22,0,0,0.00,1,4,22,0,0,0.00,1,5,22,0,0,0.00,1,6,22,0,0,0.00,1,7,22,0,0,0.00,1,8,22,14,"[13, 15, 17]",2500.0,2500.0,1133.98073049224,0.0803075989519523,1,,2018-07-16 09:36:28.580306+00:00,8,0.03,1.00,1,1,0,1,0.2,30,300,1,3,max
23,rmk154gb,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 09:36:53.932077+00:00,1,AFSA1KR58KUCI,3L4D84MIL0BXOX747X9VHW1AWW6HJU,1.02,1.12,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,23,1,0,0.00,1,1,23,0,0,0.00,1,2,23,0,0,0.00,1,3,23,0,0,0.00,1,4,23,0,0,0.00,1,5,23,0,0,0.00,1,6,23,0,0,0.00,1,7,23,0,0,0.00,1,8,23,15,"[15, 17, 22]",1134.0,2500.042482,1134.0,0.0802919708029197,0,,2018-07-16 09:37:36.913109+00:00,5,0.02,1.00,1,1,0,1,0.2,30,300,1,3,max
24,3nfngtan,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 09:44:30.375836+00:00,1,A22Z03NU5RN6AZ,3A4TN5196L1AGJ1YX5S9USOF6CYCHC,1.02,1.12,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,24,1,0,0.00,1,1,24,0,0,0.00,1,2,24,0,0,0.00,1,3,24,0,0,0.00,1,4,24,0,0,0.00,1,5,24,0,0,0.00,1,6,24,0,0,0.00,1,7,24,0,0,0.00,1,8,24,16,"[15, 22, 23]",2742.0,2742.0,1243.75006520389,0.00871862546949865,1,,2018-07-16 09:45:05.865982+00:00,5,0.02,1.00,1,1,0,1,0.2,30,300,1,3,max
25,x7u73n4d,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 09:45:06.799052+00:00,1,AY45B0YHI4TUP,31IBVUNM9TIM1WGSTWZEHZ0RB40VFV,0.07,0.17,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,25,1,0,0.00,1,1,25,0,0,0.00,1,2,25,0,0,0.00,1,3,25,0,0,0.00,1,4,25,0,0,0.00,1,5,25,0,0,0.00,1,6,25,0,0,0.00,1,7,25,0,0,0.00,1,8,25,16,"[15, 23, 24]",0.0,,,,0,,2018-07-16 09:45:43.318418+00:00,21,0.07,0.00,1,1,0,1,0.2,30,300,1,3,max
26,iy31ml7y,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 09:46:14.902196+00:00,1,ASX1CKKF6OXL1,3Z4GS9HPNWT7BD0QTFYMNT77RYB77C,0.07,0.17,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,26,1,0,0.00,1,1,26,0,0,0.00,1,2,26,0,0,0.00,1,3,26,0,0,0.00,1,4,26,0,0,0.00,1,5,26,0,0,0.00,1,6,26,0,0,0.00,1,7,26,0,0,0.00,1,8,26,16,"[15, 23, 24]",0.0,,,,0,,2018-07-16 09:46:47.547151+00:00,21,0.07,0.00,1,1,0,1,0.2,30,300,1,3,max
27,emnoynfn,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 09:52:59.006774+00:00,1,A354A21I89CLEY,392CY0QWG2A7HAZ3A84CB6D6ECWI4Y,1.02,1.12,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,27,1,0,0.00,1,1,27,0,0,0.00,1,2,27,0,0,0.00,1,3,27,0,0,0.00,1,4,27,0,0,0.00,1,5,27,0,0,0.00,1,6,27,0,0,0.00,1,7,27,0,0,0.00,1,8,27,17,"[15, 23, 24]",1200.0,2645.5476,1200.0,0.0267639902676399,0,,2018-07-16 09:53:56.753664+00:00,4,0.02,1.00,1,1,0,1,0.2,30,300,1,3,max
28,7bro4laq,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-16 10:01:09.710435+00:00,1,A2V0H34YFQ0JO3,3M81GAB8A124J78V2VJ8SMAYFEUQBF,0.00,0.10,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,28,0,1,0.00,1,1,28,0,0,0.00,1,2,28,0,0,0.00,1,3,28,0,0,0.00,1,4,28,0,0,0.00,1,5,28,0,0,0.00,1,6,28,0,0,0.00,1,7,28,0,0,0.00,1,8,28,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,3,max
29,pe63862x,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-16 10:04:17.049903+00:00,1,A2M940B6G3WN27,3OHYZ19UGDOWFLQNH4R886VSIVROAA,0.00,0.10,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,29,0,1,0.00,1,1,29,0,0,0.00,1,2,29,0,0,0.00,1,3,29,0,0,0.00,1,4,29,0,0,0.00,1,5,29,0,0,0.00,1,6,29,0,0,0.00,1,7,29,0,0,0.00,1,8,29,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,3,max
30,a2q2giaw,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:07:02.497001+00:00,1,A21IA03CMK1HW0,3XC1O3LBOT5TOWMZAC2XBUHQBF7TLJ,1.01,1.11,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,30,1,0,0.00,1,1,30,0,0,0.00,1,2,30,0,0,0.00,1,3,30,0,0,0.00,1,4,30,0,0,0.00,1,5,30,0,0,0.00,1,6,30,0,0,0.00,1,7,30,0,0,0.00,1,8,30,18,"[15, 24, 27]",1150.0,2535.31645,1150.0,0.0673154906731549,0,,2018-07-16 10:07:23.074078+00:00,3,0.01,1.00,1,1,0,1,0.2,30,300,1,3,max
31,l0cs94d2,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:07:28.234732+00:00,1,A26FMMRUI2GVEG,3YDGXNSEO0DES4NQ1MSLYHJSBGS48D,1.14,1.24,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,31,1,0,0.00,1,1,31,0,0,0.00,1,2,31,0,0,0.00,1,3,31,0,0,0.00,1,4,31,0,0,0.00,1,5,31,0,0,0.00,1,6,31,0,0,0.00,1,7,31,0,0,0.00,1,8,31,19,"[15, 24, 27]",2750.0,2750.0,1247.37880354147,0.0116616411528524,1,,2018-07-16 10:07:47.630808+00:00,41,0.14,1.00,1,1,0,1,0.2,30,300,1,3,max
32,3omzmaie,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:11:17.825052+00:00,1,A1L0D68W1KY0H7,3R9WASFE20Z3AGL2UTOH25DNZF7ZF0,0.03,0.13,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,32,1,0,0.00,1,1,32,0,0,0.00,1,2,32,0,0,0.00,1,3,32,0,0,0.00,1,4,32,0,0,0.00,1,5,32,0,0,0.00,1,6,32,0,0,0.00,1,7,32,0,0,0.00,1,8,32,19,"[24, 27, 31]",0.0,,,,0,,2018-07-16 10:11:43.280329+00:00,8,0.03,0.00,1,1,0,1,0.2,30,300,1,3,max
33,wyticid8,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:12:07.151113+00:00,1,AMC42JMQA8A5U,3TXD01ZLD50CQ1U34PTQU91H87JU4I,1.01,1.11,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,33,1,0,0.00,1,1,33,0,0,0.00,1,2,33,0,0,0.00,1,3,33,0,0,0.00,1,4,33,0,0,0.00,1,5,33,0,0,0.00,1,6,33,0,0,0.00,1,7,33,0,0,0.00,1,8,33,20,"[24, 27, 31]",2645.5,2645.5,1199.97840900689,0.026781501210956,1,,2018-07-16 10:13:47.766450+00:00,2,0.01,1.00,1,1,0,1,0.2,30,300,1,3,max
34,j8o495cm,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:16:07.809333+00:00,1,A37FVCKAUOBI15,3V26SBZTBEX9FXC2V5IO5XT5BK1ZZO,1.02,1.12,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,34,1,0,0.00,1,1,34,0,0,0.00,1,2,34,0,0,0.00,1,3,34,0,0,0.00,1,4,34,0,0,0.00,1,5,34,0,0,0.00,1,6,34,0,0,0.00,1,7,34,0,0,0.00,1,8,34,21,"[24, 27, 31]",2645.5,2645.5,1199.97840900689,0.026781501210956,1,,2018-07-16 10:16:30.011799+00:00,5,0.02,1.00,1,1,0,1,0.2,30,300,1,3,max
35,g0j44jql,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:16:48.585939+00:00,1,A1J6V6680FZ1L,3SNLUL3WO568O91OAHS7GQ3SUTEULB,1.09,1.19,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,35,1,0,0.00,1,1,35,0,0,0.00,1,2,35,0,0,0.00,1,3,35,0,0,0.00,1,4,35,0,0,0.00,1,5,35,0,0,0.00,1,6,35,0,0,0.00,1,7,35,0,0,0.00,1,8,35,22,"[24, 27, 31]",1243.8,2742.1100874,1243.8,0.0087591240875912,0,,2018-07-16 10:17:10.383677+00:00,25,0.09,1.00,1,1,0,1,0.2,30,300,1,3,max
36,4lbj26f0,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-16 10:22:53.558522+00:00,1,AVEHD2Q2W1FCV,33TIN5LC05TU4GKKVLM6E2IAQN99YS,0.00,0.10,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,36,0,1,0.00,1,1,36,0,0,0.00,1,2,36,0,0,0.00,1,3,36,0,0,0.00,1,4,36,0,0,0.00,1,5,36,0,0,0.00,1,6,36,0,0,0.00,1,7,36,0,0,0.00,1,8,36,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,3,max
37,3rmxnx46,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:25:43.050856+00:00,1,A30UE6DWFNUCWX,3JBT3HLQF9LF1TAW8WKMEZRR1LUPZT,1.03,1.13,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,37,1,0,0.00,1,1,37,0,0,0.00,1,2,37,0,0,0.00,1,3,37,0,0,0.00,1,4,37,0,0,0.00,1,5,37,0,0,0.00,1,6,37,0,0,0.00,1,7,37,0,0,0.00,1,8,37,23,"[24, 31, 35]",2750.0,2750.0,1247.37880354147,0.0116616411528524,1,,2018-07-16 10:26:15.031496+00:00,9,0.03,1.00,1,1,0,1,0.2,30,300,1,3,max
38,tk2dor7a,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:26:15.180207+00:00,1,AR67RZM4TDX5M,3UOUJI6MTEX3O3IDO0VVRKYF12OUXX,1.06,1.16,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,38,1,0,0.00,1,1,38,0,0,0.00,1,2,38,0,0,0.00,1,3,38,0,0,0.00,1,4,38,0,0,0.00,1,5,38,0,0,0.00,1,6,38,0,0,0.00,1,7,38,0,0,0.00,1,8,38,24,"[31, 35, 37]",2750.0,2750.0,1247.37880354147,0.0116616411528524,1,,2018-07-16 10:26:51.806463+00:00,17,0.06,1.00,1,1,0,1,0.2,30,300,1,3,max
39,31lqfxty,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-16 10:27:45.793274+00:00,1,A3JSQQSFSORW59,3DBQWDE4Y7HHRUEULT0EL6F107M5N7,0.00,0.10,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,39,0,1,0.00,1,1,39,0,0,0.00,1,2,39,0,0,0.00,1,3,39,0,0,0.00,1,4,39,0,0,0.00,1,5,39,0,0,0.00,1,6,39,0,0,0.00,1,7,39,0,0,0.00,1,8,39,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,3,max
40,aes9gkt2,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:29:51.521282+00:00,1,A2BZY06YRWGEDL,3I7DHKZYGOJ5321DN5H1D16SYG0F5A,0.02,0.12,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,40,1,0,0.00,1,1,40,0,0,0.00,1,2,40,0,0,0.00,1,3,40,0,0,0.00,1,4,40,0,0,0.00,1,5,40,0,0,0.00,1,6,40,0,0,0.00,1,7,40,0,0,0.00,1,8,40,25,"[31, 37, 38]",2400.0,2400.0,1088.62150127255,0.117095294993874,1,,2018-07-16 10:30:04.642487+00:00,7,0.02,0.00,1,1,0,1,0.2,30,300,1,3,max
41,wt30g6dn,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-16 10:32:31.049261+00:00,1,A3JG44GC9BIM58,3R8YZBNQ9I1HHV55PE7SNKO2WO47QB,0.00,0.10,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,41,0,1,0.00,1,1,41,0,0,0.00,1,2,41,0,0,0.00,1,3,41,0,0,0.00,1,4,41,0,0,0.00,1,5,41,0,0,0.00,1,6,41,0,0,0.00,1,7,41,0,0,0.00,1,8,41,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,3,max
42,11rfor6j,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:33:16.502759+00:00,1,AKZIBGDPU4UJG,3OXV7EAXLF966ULY8TQ44YVVRL6365,0.03,0.13,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,42,1,0,0.00,1,1,42,0,0,0.00,1,2,42,0,0,0.00,1,3,42,0,0,0.00,1,4,42,0,0,0.00,1,5,42,0,0,0.00,1,6,42,0,0,0.00,1,7,42,0,0,0.00,1,8,42,25,"[31, 37, 38]",0.0,,,,0,,2018-07-16 10:33:44.896356+00:00,7,0.03,0.00,1,1,0,1,0.2,30,300,1,3,max
43,muamdppu,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:43:07.064566+00:00,1,A2ZOZK4QJOY1QC,33CUSNVVNOVFB5ASDPIYFTZXD2O88O,0.04,0.14,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,43,1,0,0.00,1,1,43,0,0,0.00,1,2,43,0,0,0.00,1,3,43,0,0,0.00,1,4,43,0,0,0.00,1,5,43,0,0,0.00,1,6,43,0,0,0.00,1,7,43,0,0,0.00,1,8,43,25,"[31, 37, 38]",0.0,,,,0,,2018-07-16 10:45:01.516812+00:00,10,0.04,0.00,1,1,0,1,0.2,30,300,1,3,max
44,lz0n5m33,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:49:01.270391+00:00,1,A3SGRHMVBSZEGT,3634BBTX0PDHFQWSUP0V2AAX326IFN,0.02,0.12,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,44,1,0,0.00,1,1,44,0,0,0.00,1,2,44,0,0,0.00,1,3,44,0,0,0.00,1,4,44,0,0,0.00,1,5,44,0,0,0.00,1,6,44,0,0,0.00,1,7,44,0,0,0.00,1,8,44,26,"[31, 37, 38]",3000.0,3000.0,1360.77687659069,0.103630881257657,1,,2018-07-16 10:49:22.184390+00:00,5,0.02,0.00,1,1,0,1,0.2,30,300,1,3,max
45,uln5rvzm,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:49:09.371233+00:00,1,A24WDE3E887KCO,3137ONMDKHOBDLQ19QGMZGCHCOZGEB,1.14,1.24,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,45,1,0,0.00,1,1,45,0,0,0.00,1,2,45,0,0,0.00,1,3,45,0,0,0.00,1,4,45,0,0,0.00,1,5,45,0,0,0.00,1,6,45,0,0,0.00,1,7,45,0,0,0.00,1,8,45,27,"[37, 38, 44]",2750.0,2750.0,1247.37880354147,0.0116616411528524,1,,2018-07-16 10:49:36.421805+00:00,40,0.14,1.00,1,1,0,1,0.2,30,300,1,3,max
46,p7g4t9sn,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:51:24.362942+00:00,1,A1TUERV95TDP0K,3WEV0KO0ONB9BKLS8VZJICDZ0NSDSZ,0.02,0.12,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,46,1,0,0.00,1,1,46,0,0,0.00,1,2,46,0,0,0.00,1,3,46,0,0,0.00,1,4,46,0,0,0.00,1,5,46,0,0,0.00,1,6,46,0,0,0.00,1,7,46,0,0,0.00,1,8,46,28,"[38, 44, 45]",1360.8,3000.0509784,1360.8,0.103649635036496,0,,2018-07-16 10:52:23.059218+00:00,4,0.02,0.00,1,1,0,1,0.2,30,300,1,3,max
47,db6unpjh,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:55:59.299454+00:00,1,A1H8Y5D04A7T5E,3NKQQ8O39ZOPQXDWX0UJXDVNLKDUDW,1.02,1.12,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,47,1,0,0.00,1,1,47,0,0,0.00,1,2,47,0,0,0.00,1,3,47,0,0,0.00,1,4,47,0,0,0.00,1,5,47,0,0,0.00,1,6,47,0,0,0.00,1,7,47,0,0,0.00,1,8,47,29,"[44, 45, 46]",1147.0,2528.702581,1147.0,0.0697485806974858,0,,2018-07-16 10:56:42.001335+00:00,6,0.02,1.00,1,1,0,1,0.2,30,300,1,3,max
48,j0mht12o,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-16 10:56:50.642063+00:00,1,A11ZS25OQS2ED0,373ERPL3YPR4RUHCFWZTX6QPH7XRT8,0.00,0.10,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,48,0,1,0.00,1,1,48,0,0,0.00,1,2,48,0,0,0.00,1,3,48,0,0,0.00,1,4,48,0,0,0.00,1,5,48,0,0,0.00,1,6,48,0,0,0.00,1,7,48,0,0,0.00,1,8,48,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,3,max
49,4l5yo1p8,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-16 10:58:50.693280+00:00,1,A3NEC3YAFF89DF,3EF8EXOTT2EMKMMQ586AP9L3F7D1JI,0.00,0.10,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,49,0,1,0.00,1,1,49,0,0,0.00,1,2,49,0,0,0.00,1,3,49,0,0,0.00,1,4,49,0,0,0.00,1,5,49,0,0,0.00,1,6,49,0,0,0.00,1,7,49,0,0,0.00,1,8,49,0,,,,,,,,,,,0.00,1,1,0,1,0.2,30,300,1,3,max
50,1bxbt3nd,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:58:52.349951+00:00,1,A20LJFKHTEXZEW,3ON104KXQLFPI5J8ZP8RCXMETNVW4K,0.01,0.11,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,50,1,0,0.00,1,1,50,0,0,0.00,1,2,50,0,0,0.00,1,3,50,0,0,0.00,1,4,50,0,0,0.00,1,5,50,0,0,0.00,1,6,50,0,0,0.00,1,7,50,0,0,0.00,1,8,50,30,"[44, 45, 46]",1360.8,3000.0509784,1360.8,0.103649635036496,0,,2018-07-16 10:59:13.989082+00:00,2,0.01,0.00,1,1,0,1,0.2,30,300,1,3,max
51,g9chba29,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 10:59:27.982666+00:00,1,A1BQ3NUFCF1AZZ,3TMFV4NEP9XQ166ABSY4T92JV9RW8R,0.09,0.19,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,51,1,0,0.00,1,1,51,0,0,0.00,1,2,51,0,0,0.00,1,3,51,0,0,0.00,1,4,51,0,0,0.00,1,5,51,0,0,0.00,1,6,51,0,0,0.00,1,7,51,0,0,0.00,1,8,51,31,"[44, 46, 50]",1198.0,1198.0,543.403566051883,0.559283401417776,1,,2018-07-16 10:59:45.750849+00:00,27,0.09,0.00,1,1,0,1,0.2,30,300,1,3,max
52,6fluc7xc,,0,20,19,ox,1,Results,172.16.176.137,2018-07-16 11:13:46.462843+00:00,1,AHTX8TH1I8LV9,32SCWG5HIINDDJQL6RNBH1YWWHZ6PL,0.01,0.11,gkr5kni3,,,3Y3N5A7N4GS7PG5KUSL9V5S7UMKMYZ,3ZJNQ0RX0KEUONCPL8BQXQMC4WIXXG,,0,0.10,0.0,30,3,1,max,0.2,52,1,0,0.00,1,1,52,0,0,0.00,1,2,52,0,0,0.00,1,3,52,0,0,0.00,1,4,52,0,0,0.00,1,5,52,0,0,0.00,1,6,52,0,0,0.00,1,7,52,0,0,0.00,1,8,52,31,"[44, 46, 50]",0.0,,,,0,,2018-07-16 11:14:08.094605+00:00,3,0.01,0.00,1,1,0,1,0.2,30,300,1,3,max
